text,label
mini pizza,FoodIconPizza
fish filet sandwich,FoodIconSandwich
miso ramen,FoodIconRamen
runts,FoodIconCandy
straus cone,FoodIconIceCream
build your own sundae,FoodIconDessert
plant protein main,FoodIconVegan
rainbow lollipop,FoodIconLollipop
shrimp fajitas,FoodIconShrimp
black sea bass fillet,FoodIconFish
dorado taco,FoodIconTaco
spice cake,FoodIconCake
corona extra,FoodIconBeer
fudge brownie,FoodIconCake
organic banana individual,FoodIconBanana
peppermint donut,FoodIconDonut
lavender latte,FoodIconCoffee
vegetable lasagna,FoodIconPasta
denver omelette,FoodIconEgg
carnitas bar,FoodIconPork
meggyleves,FoodIconSoup
hawaiian pizza,FoodIconPizza
peppermint cane treat,FoodIconCandyCane
friendship cottage,FoodIconMilk
maruchan,FoodIconRamen
beef donburi,FoodIconBeef
wahoo steak,FoodIconFish
grilled cheese station,FoodIconSandwich
thai tom yum,FoodIconSoup
tako octopus sashimi,FoodIconSushi
collard green wrap,FoodIconWrap
garlic breadstick,FoodIconBread
beef jerky bar,FoodIconProtein
apple wedges,FoodIconApple
strawberry cheesecake,FoodIconCake
organic egg,FoodIconEgg
restaurant portion,FoodIconUtensilsCrossed
kelp noodles,FoodIconSushi
baby carrot bag,FoodIconCarrot
belgian ale,FoodIconBeer
coney dog,FoodIconHotDog
fish sandwich,FoodIconSandwich
luganega sausage,FoodIconPork
cochinita pibil station,FoodIconPork
church potluck,FoodIconCookingPot
mazemen,FoodIconRamen
bean and cheese burrito,FoodIconBurrito
baked drumstick,FoodIconDrumstick
tempeh bowl,FoodIconVegan
skinny pop,FoodIconPopcorn
hero,FoodIconSandwich
conch salad,FoodIconSnail
shrimp tacos,FoodIconShrimp
pancake line,FoodIconCroissant
chili line,FoodIconSoup
sliced banana,FoodIconBanana
savory crepe,FoodIconCroissant
cheese tortellini,FoodIconPasta
almond,FoodIconNut
tiramisu piece,FoodIconCakeSlice
cheeseburger station,FoodIconBurger
chocolate cone,FoodIconIceCream
health ade kombucha,FoodIconCupSoda
kir royale,FoodIconWine
food,FoodIconUtensils
tex mex station,FoodIconTaco
cauliflower soup,FoodIconSoup
single scoop cone station,FoodIconIceCream
chum salmon,FoodIconFish
yaki udon,FoodIconRamen
eggs florentine,FoodIconEgg
banh mi sandwich,FoodIconSandwich
vegetable bowl,FoodIconVegan
yogurt container,FoodIconMilk
truffle salt popcorn,FoodIconPopcorn
honey sriracha popcorn,FoodIconPopcorn
old fashioned cruller,FoodIconDonut
nature valley crunchy,FoodIconWheat
salade lyonnaise,FoodIconSalad
seared tuna,FoodIconFish
banana smoothie,FoodIconBanana
chipotle mayo,FoodIconChefHat
course,FoodIconUtensils
salad cup,FoodIconSalad
hoe dupbap raw fish rice,FoodIconRiceBowl
granola cup,FoodIconWheat
turkey pot pie,FoodIconCookingPot
surf city squeeze,FoodIconCupSoda
grain finished filet,FoodIconBeef
shamrock shake,FoodIconDessert
rigatoni,FoodIconPasta
jelly,FoodIconChefHat
breakfast taco,FoodIconTaco
al pastor street taco,FoodIconTaco
rolled ice cream,FoodIconDessert
omakase sashimi,FoodIconSushi
oil popped popcorn,FoodIconPopcorn
peach popsicle,FoodIconPopsicle
cream of tomato,FoodIconSoup
t-bone steak,FoodIconBeef
rum and coke,FoodIconMartini
cinnamon sugar popcorn,FoodIconPopcorn
natural wine,FoodIconWine
beef tendon noodle,FoodIconRamen
vanilla swirl,FoodIconDessert
sulze headcheese,FoodIconPork
fruit juices,FoodIconCupSoda
negitorodon tuna rice,FoodIconRiceBowl
ulua jack fish,FoodIconFish
swirl machine,FoodIconDessert
penang laksa,FoodIconRamen
lime daiquiri,FoodIconMartini
sushi bake,FoodIconSushi
flavored water station,FoodIconCupSoda
white pizza,FoodIconPizza
branzino,FoodIconFish
beef kebab skewer,FoodIconBeef
nonfat greek yogurt,FoodIconMilk
funfetti cake,FoodIconCake
pork stew,FoodIconCookingPot
bang,FoodIconCupSoda
corn dog on a stick,FoodIconHotDog
chicken hot dog,FoodIconHotDog
corpse reviver,FoodIconMartini
sugar cookie,FoodIconCookie
egg salad sandwich,FoodIconSandwich
beef tenderloin roast,FoodIconBeef
orange creamsicle,FoodIconPopsicle
anchovies,FoodIconFish
banana bread oatmeal instant,FoodIconWheat
goi ga,FoodIconSalad
striped bass,FoodIconFish
risotto milanese saffron,FoodIconRiceBowl
nongshim neoguri,FoodIconRamen
treat,FoodIconDessert
whitefish,FoodIconFish
green tipped banana,FoodIconBanana
goblet beer,FoodIconBeer
bakery fresh croissant,FoodIconCroissant
pacific northwest cream cheese dog,FoodIconHotDog
dark beer,FoodIconBeer
mike's lemonade alcohol,FoodIconCupSoda
smoked chicken leg bbq,FoodIconDrumstick
chicken rice bowl,FoodIconRiceBowl
lo mein,FoodIconRamen
wood fired pizza station,FoodIconPizza
shokupan,FoodIconBread
blue bell cone,FoodIconIceCream
sweet treat bar,FoodIconCake
prawns,FoodIconShrimp
smithfield ham,FoodIconHam
rome apple,FoodIconApple
citrus zest,FoodIconCitrus
farro arugula salad,FoodIconSalad
sugar cookie,FoodIconCookie
cheesesteak,FoodIconSandwich
tacos,FoodIconTaco
taqueria station,FoodIconTaco
buffalo sauce,FoodIconChefHat
pre-portioned fridge meal,FoodIconRefrigerator
street taco,FoodIconTaco
london broil deli,FoodIconHam
shrimp lo mein,FoodIconRamen
draft beer tap,FoodIconBeer
fridge yogurt,FoodIconRefrigerator
whole foods grocery,FoodIconShoppingBasket
grouper fillet,FoodIconFish
catch of the day,FoodIconFish
double decker taco,FoodIconTaco
soft serve cone,FoodIconDessert
frozen dessert line,FoodIconDessert
hitachino,FoodIconBeer
trenette al pesto,FoodIconPasta
rainforest alliance banana,FoodIconBanana
cauliflower crust pizza,FoodIconPizza
duck egg,FoodIconEgg
hot dog,FoodIconHotDog
mini cookies,FoodIconCookie
cardamom donut,FoodIconDonut
siu mai,FoodIconPork
sea bass,FoodIconFish
candy necklace,FoodIconCandy
double scoop ice cream dish,FoodIconIceCreamBowl
warheads,FoodIconCandy
french baguette,FoodIconBread
rice and beans station,FoodIconRiceBowl
corned beef hash,FoodIconCookingPot
condiment packets,FoodIconChefHat
triple scoop sundae bowl,FoodIconIceCreamBowl
beet soup,FoodIconSoup
homemade ice cream sandwich,FoodIconIceCreamSandwich
salami,FoodIconHam
fault line cake,FoodIconCake
rainbow popsicle,FoodIconPopsicle
morning items,FoodIconEgg
sandwich cookie,FoodIconCookie
butternut squash soup,FoodIconSoup
corn casserole,FoodIconCookingPot
vanilla creme cookie,FoodIconCookie
egg casserole,FoodIconEgg
fruit smoothie station,FoodIconCupSoda
apple cider donut,FoodIconDonut
escargot toast,FoodIconSnail
flour tortilla wrap,FoodIconWrap
nature valley protein,FoodIconWheat
carrot apple soup,FoodIconCarrot
brazil nut raw,FoodIconNut
oreo minis,FoodIconCookie
bodybuilding bar,FoodIconProtein
ginger sesame seaweed,FoodIconSushi
line frozen dessert,FoodIconDessert
tamale casserole,FoodIconCookingPot
hot dog line,FoodIconHotDog
grocery,FoodIconShoppingBasket
perfect manhattan,FoodIconMartini
meal prep ingredients,FoodIconShoppingBasket
chili cheese dog,FoodIconHotDog
assorted fruit,FoodIconApple
mushroom taco,FoodIconTaco
roasted root carrot,FoodIconCarrot
beef taco,FoodIconTaco
apple fruit,FoodIconApple
extreme heat popcorn,FoodIconPopcorn
stir fry rice station,FoodIconRiceBowl
hennessy,FoodIconMartini
beef stew plate rice,FoodIconRiceBowl
tuna sandwich,FoodIconSandwich
saint honore cake,FoodIconCake
salmon,FoodIconFish
dark and stormy,FoodIconMartini
cacao coffee,FoodIconCoffee
over medium cooked,FoodIconEggFried
soup line,FoodIconSoup
tabasco,FoodIconChefHat
curry chicken leg,FoodIconDrumstick
butternut squash ravioli,FoodIconPasta
cremant,FoodIconWine
stacked burger,FoodIconBurger
ice pop,FoodIconPopsicle
bloody mary beer,FoodIconBeer
turkey panini,FoodIconSandwich
preserved duck egg,FoodIconEgg
iced latte,FoodIconCoffee
breakfast selections,FoodIconEgg
coconut paleta,FoodIconPopsicle
black currant,FoodIconGrape
scrambled egg,FoodIconEgg
quesabirria taco dip,FoodIconTaco
bramboračka potato,FoodIconSoup
california roll,FoodIconSushi
lake trout,FoodIconFish
dum dum,FoodIconCandy
jo jo wedge,FoodIconFries
bulgur,FoodIconWheat
fish line,FoodIconFish
kung pao chicken,FoodIconChicken
salad bar today,FoodIconSalad
groundnut stew,FoodIconSoup
rice casserole,FoodIconCookingPot
knedlíkový soup czech,FoodIconSoup
del monte mandarin cup,FoodIconCitrus
roast turkey plate,FoodIconDrumstick
cronuts,FoodIconDonut
apple fruit leather,FoodIconApple
clam chowder new england,FoodIconSoup
pizza of the day,FoodIconPizza
strawberry sundae,FoodIconIceCreamBowl
hario pour over,FoodIconCoffee
bass fillet,FoodIconFish
layer cake slice,FoodIconCakeSlice
grouper,FoodIconFish
snickers ice cream,FoodIconIceCreamSandwich
opera cake slice,FoodIconCakeSlice
reduced fat ice cream sandwich,FoodIconIceCreamSandwich
serrano ham,FoodIconHam
thick pancakes,FoodIconCroissant
omelette station,FoodIconEgg
wakame seaweed,FoodIconSushi
wrap,FoodIconWrap
lime popsicle,FoodIconPopsicle
snickers,FoodIconCandy
hard taco shell,FoodIconTaco
cereal,FoodIconWheat
stonyfield yogurt,FoodIconMilk
treeline vegan,FoodIconVegan
bacon donut,FoodIconDonut
whey protein shake,FoodIconProtein
buffalo ranch popcorn,FoodIconPopcorn
salmon poke,FoodIconRiceBowl
protein bar,FoodIconProtein
fruit infused water,FoodIconGlassWater
sardines,FoodIconFish
chocolate chip ice cream sandwich,FoodIconIceCreamSandwich
pigs in blankets,FoodIconHotDog
oat cookie bar,FoodIconWheat
braised beef,FoodIconBeef
holiday peppermint stick,FoodIconCandyCane
skinless frankfurter,FoodIconHotDog
overripe banana,FoodIconBanana
bcaa drink,FoodIconProtein
fitjoy bar,FoodIconProtein
pizza line,FoodIconPizza
hull-less popcorn,FoodIconPopcorn
freebirds burrito,FoodIconBurrito
shish kebab wrap,FoodIconWrap
veggie smoothie,FoodIconCupSoda
classic pizza station,FoodIconPizza
rollmop herring,FoodIconFish
pork chop meal,FoodIconPork
mexican crunch wrap,FoodIconTaco
enriched bread,FoodIconBread
taco toppings,FoodIconTaco
citrus fruit cup,FoodIconCitrus
egg protein,FoodIconEgg
pinkberry froyo cup,FoodIconIceCreamBowl
rxbar blueberry,FoodIconProtein
sweet station,FoodIconCake
lobster roll,FoodIconSandwich
treats station,FoodIconCake
forbidden rice,FoodIconRiceBowl
vega sport bar,FoodIconProtein
vegan poke bowl,FoodIconRiceBowl
cheese ravioli,FoodIconPasta
gimlet,FoodIconMartini
rice bar,FoodIconRiceBowl
sonic chili cheese tot,FoodIconFries
yogurt tube kids,FoodIconMilk
ready meal uk,FoodIconMicrowave
seitan strips,FoodIconVegan
negra modelo,FoodIconBeer
frozen yogurt station,FoodIconDessert
lamb burger,FoodIconBurger
blackened grouper,FoodIconFish
bbq chicken piece,FoodIconChicken
dessert bar menu,FoodIconCake
cookie assortment,FoodIconCookie
lemon ricotta pasta,FoodIconPasta
strawberry ice cream sandwich,FoodIconIceCreamSandwich
tuscan chicken,FoodIconChicken
tsingtao draft,FoodIconBeer
mahi,FoodIconFish
mixed nuts,FoodIconNut
leftover pasta,FoodIconMicrowave
chapulines taco,FoodIconTaco
long john,FoodIconDonut
bottle of rose,FoodIconBottleWine
taco salad station,FoodIconTaco
hard tea,FoodIconBeer
vegan buffalo wings,FoodIconVegan
cheesy scrambled eggs,FoodIconEgg
turkey bone in,FoodIconDrumstick
tyson chicken strips,FoodIconChicken
graham crackers,FoodIconBread
fry cup,FoodIconFries
lollipop,FoodIconLollipop
miscellaneous meal,FoodIconUtensils
cafe du monde,FoodIconCoffee
van de kamp fish,FoodIconFish
random meal,FoodIconUtensils
carrot snack cup,FoodIconCarrot
strawberry milk carton,FoodIconMilk
leon's custard,FoodIconDessert
tenderloin,FoodIconBeef
prime rib,FoodIconBeef
cosmic crisp,FoodIconApple
banana nice cream,FoodIconBanana
quail egg soft boiled,FoodIconEgg
del taco,FoodIconTaco
classic round lollipop,FoodIconLollipop
dill pickle popcorn bag,FoodIconPopcorn
grocery delivery food,FoodIconShoppingBasket
melt,FoodIconSandwich
wrap line,FoodIconSandwich
pine nut,FoodIconNut
franks station,FoodIconHotDog
tinola chicken soup,FoodIconSoup
tomato focaccia,FoodIconBread
potato scramble,FoodIconEgg
cookie ice cream sandwich,FoodIconIceCreamSandwich
shredded carrot,FoodIconCarrot
san diego style burrito,FoodIconBurrito
breakfast bar,FoodIconEgg
foie gras poutine,FoodIconFries
sour cherry soup hungarian,FoodIconSoup
popcorn station,FoodIconPopcorn
caponata pasta,FoodIconPasta
taco tuesday,FoodIconTaco
fish fry line,FoodIconFish
baguette,FoodIconBread
orange snack,FoodIconCitrus
small curd cottage,FoodIconMilk
fudge popsicle,FoodIconPopsicle
butter cookie,FoodIconCookie
cold pasta station,FoodIconPasta
low fat ice cream sandwiches,FoodIconIceCreamSandwich
croissant station,FoodIconCroissant
turkey meatball,FoodIconCookingPot
collagen peptide powder,FoodIconProtein
taco bell burrito,FoodIconBurrito
cream soup,FoodIconSoup
spaghetti and meatballs,FoodIconPasta
steak and bean burrito,FoodIconBurrito
candied apple,FoodIconApple
farmer's breakfast casserole,FoodIconEgg
honey nut cheerios,FoodIconWheat
lardo pork fatback,FoodIconPork
smoked salmon,FoodIconFish
lemon bars,FoodIconCake
dessert bar fresh,FoodIconCake
petit gris snail,FoodIconSnail
pasta with peas,FoodIconPasta
boulevardier whiskey,FoodIconMartini
frankfurter station,FoodIconHotDog
meal prep stored,FoodIconRefrigerator
fresh lemonade,FoodIconCupSoda
silken tofu,FoodIconVegan
candy canes,FoodIconCandyCane
assorted desserts,FoodIconCake
hungarian beef paprikash,FoodIconBeef
southwest station,FoodIconTaco
saimin noodle rice,FoodIconRiceBowl
power bowl station,FoodIconSalad
sugar mama,FoodIconCandy
halo top ice cream sandwich,FoodIconIceCreamSandwich
starbucks egg bite,FoodIconEgg
almond frangipane croissant,FoodIconCroissant
sherry bottle,FoodIconBottleWine
banana pudding,FoodIconBanana
cherry pie filling,FoodIconCherry
unadon eel rice,FoodIconRiceBowl
smoothie,FoodIconCupSoda
tlayuda oaxacan,FoodIconTaco
pink wine bottle,FoodIconBottleWine
chipwich mini,FoodIconIceCreamSandwich
dirty chai,FoodIconCoffee
pre workout snack bar,FoodIconProtein
build your own salad,FoodIconSalad
jungle bird,FoodIconMartini
slider bar,FoodIconBurger
fresh smoothie,FoodIconCupSoda
raspberry creamsicle,FoodIconPopsicle
banana cream pie,FoodIconBanana
in n out burger,FoodIconBurger
one bar,FoodIconProtein
watermelon water,FoodIconGlassWater
smelt,FoodIconFish
spanish rice,FoodIconRiceBowl
beef ragu sauce,FoodIconBeef
hibachi rice station,FoodIconRiceBowl
pasta e piselli,FoodIconPasta
jjapaghetti,FoodIconRamen
debris pork po boy filling,FoodIconPork
rock candy,FoodIconLollipop
deli ham,FoodIconHam
angel hair,FoodIconPasta
samyang ramen,FoodIconRamen
kind protein bar,FoodIconProtein
hard cooked egg station,FoodIconEgg
taco platter station,FoodIconTaco
muffin dessert,FoodIconCake
macadamia nut cookie,FoodIconCookie
mini quiche,FoodIconEgg
sour lollipop,FoodIconLollipop
beef shawarma plate,FoodIconBeef
tiger beer,FoodIconBeer
braised pork shank,FoodIconPork
poached egg station,FoodIconEgg
apple slices snack pack,FoodIconApple
kirkland protein bar,FoodIconProtein
bud light,FoodIconBeer
triple patty,FoodIconBurger
wrap bar,FoodIconSandwich
knorr pasta sides microwave,FoodIconMicrowave
breaded chicken nuggets,FoodIconChicken
build a taco,FoodIconTaco
cruise ship dessert,FoodIconDessert
turkey salami,FoodIconHam
tilapia fillet baked,FoodIconFish
green tea refresher,FoodIconCoffee
banana blueberry muffin,FoodIconBanana
benedict,FoodIconEgg
fruit tray,FoodIconApple
rainbow sprinkle donut,FoodIconDonut
grape,FoodIconGrape
whole fish,FoodIconFish
fair turkey leg,FoodIconDrumstick
garlic shrimp,FoodIconShrimp
amaranth bowl,FoodIconWheat
wet aged steak,FoodIconBeef
potato roll,FoodIconBread
buffalo wild wings boneless,FoodIconChicken
wheaties,FoodIconWheat
pasta salad pesto,FoodIconPasta
pinto beans,FoodIconBean
dole whip stand,FoodIconDessert
oreo thins,FoodIconCookie
lime creamsicle,FoodIconPopsicle
klondike sandwich,FoodIconIceCreamSandwich
turkey breast deli sliced,FoodIconHam
harissa leg,FoodIconDrumstick
cajun redfish,FoodIconFish
steam bag peas,FoodIconMicrowave
champagne grape small,FoodIconGrape
signature smoothie,FoodIconCupSoda
organic banana,FoodIconBanana
green banana,FoodIconBanana
hardee's fry,FoodIconFries
atlantic salmon,FoodIconFish
pinot noir bottle,FoodIconBottleWine
chicken sandwich spicy,FoodIconSandwich
cochinita pibil taco,FoodIconPork
limited offering,FoodIconChefHat
crispbreads,FoodIconBread
sandwich cookie,FoodIconCookie
pound cake,FoodIconCake
palak paratha,FoodIconBread
miso donut,FoodIconDonut
perfect bar dark chocolate,FoodIconProtein
furikake popcorn,FoodIconPopcorn
nm burger,FoodIconBurger
thai boat noodle,FoodIconRamen
pavlova slice,FoodIconCakeSlice
buttermilk biscuit,FoodIconBread
strawberry vanilla twist,FoodIconIceCream
oatmeal raisin cookie,FoodIconCookie
cheeseburger,FoodIconBurger
blackened chicken,FoodIconChicken
turkey stuffed pepper,FoodIconCookingPot
cheesy grits,FoodIconWheat
hot wings,FoodIconChicken
mint water,FoodIconGlassWater
cereal bowl station,FoodIconWheat
dr pepper,FoodIconCupSoda
soup and salad bar,FoodIconSoup
buffalo milk,FoodIconMilk
emergency food,FoodIconMicrowave
casseroles,FoodIconCookingPot
intelligentsia,FoodIconCoffee
lowfat ice cream sandwiches,FoodIconIceCreamSandwich
braised dish,FoodIconCookingPot
chicken gyro,FoodIconWrap
vietnamese sandwich station,FoodIconSandwich
chocolate cream cookie,FoodIconCookie
eggs and cheese casserole,FoodIconEgg
chocolate ice cream sandwich,FoodIconIceCreamSandwich
stored in fridge,FoodIconRefrigerator
chang beer,FoodIconBeer
whataburger shake,FoodIconDessert
fresh baked bread station,FoodIconBread
lobster mac,FoodIconPasta
newman's lemonade,FoodIconCupSoda
saltines,FoodIconBread
strawberry paleta,FoodIconPopsicle
julienne fry,FoodIconFries
brownies,FoodIconCake
parisian ham,FoodIconHam
cocktail cherries,FoodIconCherry
fish fillet,FoodIconFish
egg bar,FoodIconEgg
yule log,FoodIconCake
israeli couscous,FoodIconPasta
unagi roll,FoodIconSushi
carrot celery snack,FoodIconCarrot
scoop of ice cream,FoodIconIceCreamBowl
cookie variety,FoodIconCookie
lettuce wrapped burger,FoodIconBurger
